Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Dominica,DMA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,84.96025085,90.01332092,89.94149017,87.33165741,87.9418335,81.06713104,82.38192749,,,,,,,93.51786041,85.23439026,,,76.37335205,,,,,,,,,122.4483566,118.401207,116.6067123,119.6756363,121.7510681,112.6718521,107.5971222,102.1177063,99.78655243,94.69097137,97.47676086,92.96959686,92.32714844,,,90.04216766,93.79074097,,,,102.244812
Denmark,DNK,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,93.9276123,96.15170288,100.8620682,104.2661133,104.4579773,103.9051132,102.8125687,103.1015625,105.5233307,106.963707,108.1258011,109.6090469,110.6688232,110.3229599,111.1627808,113.0498962,115.9666214,119.5518188,122.1164398,,125.8974609,128.1985474,129.5841217,134.0580444,129.352066,129.8832703,126.6503906,126.4685822,122.1156006,120.6790009,119.5692978,119.1575775,120.0427094,123.7398376,124.2529373,131.1150055,132.1224976,133.3656769,131.0499268,129.7961884,129.7060547,
Dominican Republic,DOM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.66746902,62.60937119,66.10257721,,74.87969971,,75.03095245,77.52937317,,87.60420227,85.74852753,85.9234314,82.78942871,82.21820068,82.45027924,83.54508209,84.19111633,83.84120941,83.49118042,83.02941132,82.98589325,85.01241302
Algeria,DZA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,6.683690071,7.298359871,8.652589798,9.662770271,10.89525986,12.73458004,15.1900301,18.6171093,21.30739975,23.4550209,25.53104019,28.59251976,,34.96146011,37.98564148,42.17300034,44.14498901,45.2859993,51.57643127,51.71030045,51.23579025,51.67160034,52.47151947,54.29288864,55.02743149,55.85702133,58.10990906,,66.04801178,66.65583038,70.97624207,74.21630859,77.27172089,80.9469223,82.67047882,83.56092072,73.11961365,78.17738342,93.40461731,98.69296265,101.5445175,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,35.42555,39.86772,42.32162,42.35948,39.93347,35.65817,32.46537,28.88599,27.78733,27.62798,29.04477,30.27726,32.74025,33.97006,34.45139,34.30208,35.98313,38.6286,40.90043,43.40788,47.00779,50.94335,53.55471,55.53861,57.08376,57.4759,57.68397,58.51322,60.57602,63.20838,65.28401,68.76612,73.68762,77.00556,80.42379,81.65069,82.80149,82.95667,83.62853,82.9418,83.04244,82.61729,83.27238,84.60189,85.7539
Early-demographic dividend,EAR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,17.39218,17.61924,18.32677,19.02135,19.66412,20.72858,21.4387,22.06836,22.85096,23.70531,24.67474,25.57609,26.6969,28.956,29.44925,30.56633,31.80186,32.56451,33.1798,33.7822,34.97147,36.31061,37.6627,39.10847,40.3745,41.23615,42.0709,43.56031,44.36078,45.01565,46.49628,47.51373,49.47442,51.97284,53.1271,54.47962,55.95608,58.17639,59.96622,60.982,63.358,65.88273,67.91787,69.65435,72.90047,73.66362,74.97647,74.41669,75.55703,75.65375
East Asia & Pacific,EAS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,34.18365,38.03076,40.86892,39.75035,40.55807,44.51533,46.2832,46.00258,43.83867,39.98687,37.20473,33.91776,32.94219,32.91618,34.3554,35.70253,38.143,39.31057,39.8589,39.80262,41.45854,43.92848,46.06599,48.52162,51.90703,55.59509,56.14723,59.43751,60.66578,60.84536,60.86185,61.51152,63.35643,65.78965,67.77489,71.0971,75.7621,78.93668,82.21787,83.4375,84.54575,84.77814,85.42092,84.77578,84.8772,84.45308,85.03733,86.08038,86.56417
Europe & Central Asia (excluding high income),ECA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.37955,84.07349,83.29023,83.92648,83.8798,84.06763,84.59391,85.61055,86.54615,88.32498,89.43127,89.63081,86.84293,84.58094,85.84894,86.70374,86.62189,85.76058,87.68118,89.47097,90.77722,95.78935,97.08212,97.36515,98.04952,98.44916,98.66019,98.98167
Europe & Central Asia,ECS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,80.22538,80.27526,80.92483,82.09684,83.03448,83.87469,84.52498,85.20822,85.59081,85.92067,86.33929,86.77803,87.05222,87.69806,88.01803,88.68383,89.95683,90.46093,90.62973,90.58088,90.49154,90.44663,90.64539,92.06818,92.93825,93.35568,93.42381,93.17316,92.46483,93.14617,93.95051,95.43275,96.37948,96.73882,94.67167,94.30884,94.71363,95.15065,95.53505,95.07758,96.69872,97.14701,97.51023,103.4249,104.011,104.0955,104.4422,104.7312,104.5676,104.7282
Ecuador,ECU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,23.43865013,25.43092918,28.00490952,30.96278,34.3624115,38.05149841,41.06016922,43.30812836,47.58832932,49.23400879,52.658741,54.9853096,57.78725052,54.78952026,58.09666824,58.48900986,58.93238068,59.66212082,,,,,57.7383194,,,55.33496857,,57.55353165,58.65764999,58.34648895,58.78361893,59.43418121,59.33176041,59.56233978,62.46319962,64.89079285,66.3848114,,91.05426025,94.46946716,98.75721741,102.1135712,104.4407425,107.1697922,106.1787033,105.4858627,103.6464081,102.8441162,
"Egypt, Arab Rep.",EGY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,21.49342918,22.81430054,23.9832592,25.10856056,26.87685966,29.60437012,32.69007874,34.38475037,35.8857193,36.65739059,38.04710007,39.9606781,41.8298912,43.68941116,45.67951965,48.52983856,51.20211029,52.28942871,52.41751099,64.27955627,66.01445007,63.28268814,64.14627838,68.49014282,67.93541718,65.60649109,69.28137207,,77.01959229,79.15125275,80.78668213,,80.01100922,79.61036682,,,,,66.84485626,67.94087982,77.15708923,78.06432343,79.45841217,80.61361694,,84.42682648,85.94882202,87.30088043,89.03929138
Euro area,EMU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,75.22318,75.28541,76.56554,78.78366,80.22113,81.70003,82.87268,84.25482,85.09201,85.74019,86.61454,87.38415,87.3711,88.56829,89.01998,89.98007,92.18674,93.16714,93.50428,94.11734,94.594,96.26394,98.59582,102.2976,105.528,106.1506,106.5092,105.6805,102.3779,101.9924,102.709,104.0742,104.6742,105.1219,104.5522,106.4161,106.8166,106.6556,107.0738,106.6674,107.7536,108.0696,107.5513,108.3349,107.8044,107.9216,107.9153,107.9121,108.2542,108.3687
Eritrea,ERI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49542999,18.29693031,19.26408005,20.35770035,21.59633064,,25.33724022,28.51927948,28.78877068,27.99508095,28.45882988,26.67592049,30.23000908,32.17808151,34.64849854,37.49383926,40.91019821,45.07410812,48.95576859,52.40301895,53.07564926,52.86334991,47.51116943,,44.90597916,45.39511871,
Spain,ESP,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,50.37498093,47.65132141,54.68383026,57.76187897,64.36898804,69.82817078,74.00610352,76.4169693,80.24040222,86.48317719,87.98184967,88.4359436,93.65247345,91.16371155,93.51277161,102.0705185,104.6592865,106.9129562,107.6762466,104.0286865,106.5145416,109.4105606,114.2182388,117.062767,118.9024887,123.7346268,118.7407227,109.9168167,111.6037292,113.9705276,115.3238602,115.7917786,115.6111679,117.6882019,121.1793213,121.0697403,120.2427216,119.1325989,117.9110718,120.7354202,121.802269,123.3359909,123.3588562,123.4334793,124.5626221,126.4148483,126.8802032,127.3823318,
Estonia,EST,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6060791,100.6504669,105.1356201,108.3334732,97.73679352,,96.98513794,96.41487122,96.64983368,97.45171356,100.134819,100.8104935,102.5160294,104.6716232,105.2694168,105.0953293,104.1097488,103.9476471,105.3326416,106.6381073,107.1348572,107.6173706,108.0728302,110.7835693,115.4512787,118.8666611,118.3416367,
Ethiopia,ETH,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,1.896540046,2.080389977,,2.721050024,,,,,,,,,,8.995869637,,,,,,,12.14241028,11.14150047,10.11172009,9.57022953,9.292779922,9.349430084,,,10.03829002,10.87909031,13.13348007,14.43249989,14.41973019,16.22308922,18.82904053,22.6457901,26.00208092,28.1964798,29.46541023,31.58916092,33.74900818,35.67380142,,,34.24991989,,,,
European Union,EUU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,75.62567,75.67339,76.55106,78.43876,80.00971,81.34995,82.35782,83.66917,84.45212,85.15223,85.94507,86.86786,87.1723,88.07097,88.38976,89.21169,91.07363,91.99312,92.38277,92.72844,93.15388,93.89058,95.27838,99.20801,101.6062,102.1074,102.545,102.0301,100.1267,100.5224,101.3141,102.5468,103.3313,103.5864,102.2525,103.767,103.1195,102.9901,103.6312,103.6575,104.8352,103.9607,103.4091,110.4166,110.3737,110.2271,110.2498,110.5109,110.0293,110.1158
Fragile and conflict affected situations,FCS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,10.79544,10.82525,11.33012,12.05432,12.62538,13.26326,13.92909,14.49591,15.37594,16.38411,17.11336,18.47853,19.88846,20.25098,20.65132,22.34179,23.44063,24.09992,24.05053,23.861,23.24414,23.6227,23.68915,23.79076,23.97392,24.98157,25.19901,25.44265,25.67205,25.99565,26.93776,27.76489,28.62574,30.8888,32.47736,33.44917,33.88051,33.73242,36.01444,37.94569,39.86824,40.77728,42.31198,44.24554,42.00378,43.17549,42.35448,42.89659,43.21266,
Finland,FIN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,105.8060913,110.0641785,111.681633,112.7009964,,94.17648315,96.83309174,99.12657928,101.9932175,103.8472672,105.0526123,106.4761734,107.2196808,112.0578308,113.4247284,113.9778976,114.2060471,116.7268906,119.4579163,124.1260223,126.8065109,131.2509613,126.3434525,126.4575729,123.6936569,125.1870499,125.2648468,123.1149673,125.7453766,130.2717743,133.5782471,135.6557465,138.1928253,113.3886871,114.3419189,113.8194122,112.6181107,111.2238693,110.0842667,110.0776596,110.5346298,110.8162994,151.0397949,153.4972534,157.4517212,159.7479248,161.5119629,162.6388397,
Fiji,FJI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,48.08047867,,56.99349976,59.7984581,63.60671997,66.5707016,70.78044128,73.54328918,75.67845154,,74.00479889,72.62303925,,73.44229126,72.67906189,70.74018097,72.47614288,74.71707153,,,,75.32887268,81.1665802,,,,,,81.55004883,82.53462982,81.91345215,81.91281128,85.61203766,89.16265869,93.91468811,,95.20359039,93.9154129,90.67716217,90.70124054,,94.87393951,94.3445816,,,,,,,
France,FRA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,77.3033371,80.98348236,83.92653656,85.77185059,86.58267212,,85.98036957,85.74890137,86.14967346,86.93993378,90.47157288,88.0737381,89.44493866,,92.37229156,93.2947464,94.32530212,95.29649353,97.00689697,99.19600677,103.2775497,106.9487076,107.2905807,113.3429184,113.1420517,111.9118729,110.9249191,110.0780869,105.7549515,105.5658569,104.6554108,103.3805389,103.2312698,102.5028229,106.99189,106.9261398,106.7902908,106.6188202,106.4543762,106.9646301,107.0882797,106.1175308,104.9960175,104.2235565,103.9410934,103.7419586,104.1591873,104.3910217,
Faroe Islands,FRO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,124.0791321,140.2304077,150.3964539,,161.0902252,157.4497528,,,,,,,,,,,,,,,,,,,,,,,,,,,85.01741791,86.59368896,,,,,,,,,,,,,,
Gabon,GAB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,8.258740425,9.617560387,12.25156021,15.0155201,,19.98121071,21.11298943,23.40125084,22.40867996,22.82035065,24.50219917,23.7788105,25.01391029,27.15369987,29.15213013,32.07009125,31.40147018,33.69113159,34.7363205,,,,,36.99893951,37.80675888,46.61719894,46.49042892,,44.65193939,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,76.39019012,76.92420197,77.39472198,82.1987381,82.48847198,82.89038086,82.98957062,82.45812988,82.28782654,81.84384155,82.25393677,83.26370239,84.49170685,84.67568207,84.74371338,85.54208374,84.79924774,84.4331665,84.64125061,85.82318115,89.22135925,92.72760773,100.3953934,102.1932068,102.8118286,101.946167,99.98335266,99.24617767,101.5070877,102.4037628,102.2243576,103.4848175,103.8647919,106.223587,107.0397263,99.76734161,98.18995667,99.16837311,100.7430573,103.0910034,94.13259888,91.5524292,126.4691086,128.8087463,126.3682938,,127.7099686,122.3523788,
Georgia,GEO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,93.72595978,,,,,103.6148682,,,,,94.55980682,87.19200134,76.10411835,74.46817017,71.29927063,75.41309357,79.12169647,,85.50744629,88.10767365,91.00395203,94.12854767,97.05336761,93.8102417,96.25982666,99.20539093,,100.9276886,,,,,98.79125977,99.14214325,100.7975235,101.8503571,103.9587173,106.7772598,106.7526932
Ghana,GHA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,32.62765884,,31.06040001,28.63866997,27.53745079,27.06171989,26.92955971,27.00105095,26.87947083,28.28084946,28.17107964,27.70462036,27.68457985,27.68815994,27.03014946,,29.28208923,30.21722031,27.22849083,27.84016991,,,,,29.90843964,,,,31.16411018,31.52775002,30.36753082,31.68828964,32.87810898,34.72592926,36.43397903,38.18188858,42.37540054,44.49097061,45.73661041,,52.63623047,53.44424057,64.60324097,62.0326004,66.10124207,67.74836731,68.06838226,70.78669739,74.62975311
Gibraltar,GIB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,74.09240723,61.10652161,62.61297989,63.23051834,62.87757874,63.58024979,75.89083099,63.70426178,66.1982193,66.54385376,66.44493866,69.15534973,69.95413208,70.04608154,67.6088562,,,,,,,,,,,,,,81.3516922,91.47286987,100.2634964,,,,,,,84.11016846,83.17359161,,,,,,,109.2274704,115.749733,,90.55944061
Guinea,GIN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,4.744209766,,,,,,,,,8.332530022,8.679800034,8.141349792,7.901319981,8.129980087,7.897319794,6.930500031,5.711269855,,5.241630077,4.883759975,5.129539967,,6.110499859,6.429850101,,7.102620125,,,7.218510151,,10.18819046,12.01762009,13.85435009,15.11919975,19.14517021,22.02133942,,24.61207962,,,28.95779037,,,31.04083061,,,,,
"Gambia, The",GMB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,3.662440062,,4.044829845,4.786230087,5.082749844,5.381859779,6.55904007,7.269169807,6.879459858,7.248350143,7.67553997,,9.47647953,10.63387966,11.18904018,10.65056992,10.11522007,9.356699944,9.438199997,10.72488022,11.65680981,12.54648972,14.49804974,14.93233967,16.90446091,18.02083015,,,,,,,,,,,,48.60604858,50.17900848,49.06649017,,,,,,,,,
Guinea-Bissau,GNB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,3.911420107,3.385139942,,,,1.655130029,1.862810016,1.718580008,1.75308001,1.793930054,2.3380301,2.74567008,4.109320164,4.356999874,4.670219898,,3.519550085,2.945489883,4.061450005,,,,,,,,,,,12.69777012,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,6.922629833,,,,,3.994469881,,,,,,,,,,,,,,,,,16.68325043,16.78850937,,,,,12.77313995,14.49129009,,16.81679916,,,22.08173943,,,,,,,,,,,,,,
Greece,GRC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,53.84363174,57.7399292,59.00891113,60.62823105,62.00120163,65.27127838,67.95748901,70.60987854,72.17173767,74.93872833,76.86283112,80.99891663,79.78662872,84.07888794,85.92781067,87.54073334,89.61477661,89.65078735,90.28978729,90.19954681,90.62297058,92.19100952,90.21756744,88.59558868,90.36382294,90.87390137,90.70581055,90.71544647,90.06414795,90.31289673,94.37782288,98.49449158,95.62648773,95.0226593,98.38952637,97.96228027,94.77577972,,,104.384697,102.1645279,102.9694977,103.8068085,99.22460938,98.41416931,99.50512695,101.3692932,102.0523605,
Grenada,GRD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,26.26915932,36.63753128,,,,,79.48239136,82.6885376,83.8339386,84.06790924,84.4778595,86.80519867,83.1133728,90.32095337,87.60971832,86.66893005,89.62496185,87.9210434,92.94293976,96.09726715,107.3929214,116.5979614,120.2673111,,,,,,,,,120.799118,118.5106735,119.1825027,111.4989395,,122.0697479,115.5895004,109.949852,118.6089478,,,109.7522507,110.9838715,110.7073212,116.5050964,116.7898636,122.0998917,
Greenland,GRL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,8.036089897,7.487020016,8.271550179,8.228150368,9.844189644,10.65009975,11.77661991,12.56050014,15.38103008,15.97863007,16.02996063,16.9004097,16.15942001,16.6378994,,,,,,,,,,22.11326981,,,22.99521065,,23.56122971,24.35527992,28.60722923,30.93527031,33.84281921,,37.65393829,39.78564072,41.79669952,43.59542084,44.62036133,46.3767395,50.72566986,50.98614883,51.41453171,51.46667099,51.18099976,52.55503082,51.94742966,51.47755814,51.43817902,50.11746979
Guam,GUM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,65.27017975,68.2489624,70.04672241,70.29209137,,77.7219162,,,,,,,,64.08113861,68.30928802,76.7423172,78.61061096,,,,,,,,,,,,81.61876678,,101.4474487,,,,90.29699707,,82.49108124,85.18560791,87.26757813,91.89286041,99.00685883,99.21019745,,,,,,,
High income,HIC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,64.90501,69.85695,71.0147,73.15019,75.32936,77.32743,79.30942,81.39904,83.16259,82.44255,86.20571,87.05808,88.03507,88.89853,89.77773,90.1325,91.65271,92.3355,92.09947,92.02172,91.97283,93.01477,94.24807,96.67536,98.71341,99.24841,99.6413,96.13397,98.90258,98.49658,98.77514,99.79894,99.76789,100.3162,99.95849,100.6854,99.93291,100.0282,100.1837,100.6201,101.2617,101.2927,101.7221,105.115,105.5878,106.0034,105.933,105.9976,105.6577,104.4539
"Hong Kong SAR, China",HKG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,31.67697906,33.12155914,35.39358902,38.4117012,42.45581818,45.95872879,49.03598022,53.52870941,59.07825089,62.36930084,65.85987854,69.01258087,72.15010834,74.11325836,75.93963623,76.4022522,76.71613312,76.25778198,,,,,,,,83.8366394,,,,,80.55635834,79.90055084,80.10613251,81.44580841,82.72489929,83.06591797,84.87050629,86.20001221,87.1703186,88.18309784,86.76821899,107.4123077,100.7717133,100.5042725,101.367012,102.4394302,103.6659317,105.7951126,106.4433594
Honduras,HND,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,11.80195999,,,,,,,,,,29.84070969,,34.13827133,34.22472,36.08177185,,,,,,,35.22891998,,,,,,,,,,,,,,,64.75836945,67.17855072,67.42977905,,72.76747131,71.84446716,70.26397705,67.66007996,53.53746033,55.36370087,55.9342804,55.85643005,,70.19013214
Heavily indebted poor countries (HIPC),HPC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,8.32786,8.3432,8.58735,8.80542,8.95912,9.29241,9.63224,10.14577,10.62293,11.13728,11.8917,12.51753,13.14935,13.58937,13.86442,13.99414,14.12575,14.36578,14.77838,14.62605,14.64074,14.88998,14.8265,14.79063,14.8757,15.73843,15.80514,15.8952,16.53879,17.1585,17.65259,18.59032,19.47125,20.53132,21.60405,23.00137,24.43944,26.02382,27.92216,29.6021,31.49001,33.03799,34.33662,35.65023,36.09173,36.60897,36.94178,37.48216,38.10805,38.4207
Croatia,HRV,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.50492096,85.84121704,83.395401,83.02953339,83.70059967,84.84661865,86.25955963,86.44654846,86.57994843,87.67378998,89.06263733,,94.75998688,96.6237793,98.37309265,100.2094727,101.8109436,103.4098663,101.1635666,100.8055267,101.0040436,100.4630966,100.9624023,101.1189117,101.8235321,102.4584808,
Haiti,HTI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,69.70919037,68.98100281,70.23554993,69.16663361,70.65804291,72.78547668,75.08033752,77.8359375,81.36067963,83.55404663,85.30841064,87.18173981,86.67684174,85.81697083,86.48262024,88.81748199,89.42503357,89.86569977,89.35112762,87.62589264,85.43862152,83.54228973,,89.99033356,90.70594788,93.00076294,96.21351624,92.35740662,94.63928223,96.51631165,98.81591797,100.4346237,102.2535172,95.4749527,95.76248169,95.61792755,95.89478302,95.33946991,95.72927856,96.43048859,95.89749146,97.17507935,105.008461,104.5050201,103.3443832,102.26931,103.5672379,103.68013,
IBRD only,IBD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,30.24803,32.38623,34.52856,36.15638,36.45453,37.22054,39.25151,40.63516,40.91361,42.85782,40.95441,39.70846,38.1955,38.47378,38.49925,36.81073,40.90155,42.37752,43.33995,43.95926,44.92635,46.47556,48.33566,50.11235,51.74916,53.36874,55.15858,56.78505,57.90416,58.60825,59.57002,59.96637,61.23073,63.02374,64.50112,66.05052,67.8865,70.76741,73.34757,74.87988,76.75936,78.75157,79.86199,81.88161,83.80088,83.62617,84.14927,83.58965,84.53326,84.85984
IDA & IBRD total,IBT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,26.71039,28.40357,30.14214,31.48627,31.73144,32.37758,34.018,35.35321,35.85385,37.51523,36.13083,35.13281,34.14928,34.4811,34.56561,33.33844,36.77133,37.96701,38.66607,39.03834,39.6616,40.96801,42.4682,43.81089,45.06722,46.4626,47.872,49.21877,50.19601,50.86644,51.7757,52.31612,53.46516,55.02565,56.18653,57.38055,58.86026,60.87943,62.8931,64.1788,65.76111,67.2403,68.27125,70.00598,71.09564,71.16289,71.51871,71.13241,71.99354,72.20286
IDA total,IDA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,13.03637,13.20753,13.55226,14.01187,14.16109,14.4373,14.59316,14.6326,14.96818,15.35022,16.17008,16.25209,17.33483,17.95269,18.51024,19.40273,20.11132,20.50633,20.59536,20.46076,20.34536,21.33768,22.09143,22.41231,22.87249,23.9326,24.47155,25.09714,25.9074,26.64743,27.46364,28.53265,29.46744,30.78705,31.45506,32.39793,33.77197,34.48664,36.10006,37.68315,39.42438,40.46446,41.89058,43.4984,43.24854,44.40915,44.92605,45.21289,46.28194,46.59405
IDA blend,IDB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,14.48547,14.90058,15.53594,16.31183,16.72329,17.31764,17.53391,17.76887,18.32532,18.67514,19.21165,20.25442,21.48952,21.66247,22.17994,24.79105,26.37293,27.10369,26.71486,26.26977,26.31925,27.57999,28.43807,28.16007,28.07946,28.15745,28.03645,28.07874,28.00204,28.08116,28.21397,29.31286,29.45996,30.89643,32.72289,33.45912,35.31703,35.44289,37.46949,39.3027,40.85136,41.26444,42.73178,45.83812,43.7063,45.12755,44.26386,44.07135,45.37252,46.09329
Indonesia,IDN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,12.60842037,13.74528027,13.52865028,13.85820961,14.57948017,16.36243057,17.06085968,17.71673012,19.06767082,,,23.0549202,25.0308094,28.86244011,29.04866028,,,,43.98176956,44.32717133,42.45574951,40.55804825,39.98104858,39.17081833,41.03097153,43.86149979,46.59806061,,,53.09941864,54.17414856,55.01868057,56.80012131,59.73616028,61.60736084,59.83853149,62.89228058,70.7596283,69.37525177,74.37735748,76.67198944,79.31282043,81.54258728,81.34906006,82.37181854,86.28914642,86.27207947,88.15196991,90.04093933,
IDA only,IDX,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,11.31705,11.35504,11.55922,11.81241,11.84448,11.97585,12.12151,12.07284,12.31892,12.7376,13.72987,13.35182,14.34146,15.20296,15.80494,15.80647,16.19083,16.40374,16.72322,16.77243,16.56522,17.47214,18.22261,18.8937,19.64631,21.25959,22.15813,23.12091,24.45427,25.54572,26.71445,27.75247,29.09673,30.35066,30.40583,31.46633,32.61567,33.66368,35.08782,36.57506,38.46741,39.83567,41.26212,42.12221,42.84454,43.88749,45.11879,45.65461,46.6107,46.71652
Isle of Man,IMN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,13.91563988,14.36623955,14.88070965,,15.89536953,16.08460999,16.61285973,17.03005981,,18.66834068,20.00185013,20.88670921,23.85474968,23.68221092,,25.82542038,25.72540092,26.18619919,26.74504089,,,,34.67184067,35.516819,35.30038071,35.47174835,36.63829041,,35.54740906,37.32382965,37.77647018,40.27975082,44.49547958,46.13367081,49.01576996,50.23820114,53.30596924,57.01189041,57.51856995,61.10480118,64.66925049,67.63686371,69.48177338,75.03926086,74.68528748,76.03894806,74.05850983,74.95496368,74.52295685
Not classified,INX,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
